model,variant,benchmark,bench_key,facet,value
Qwen3-32B,Base,MMLU-Pro,mmlu-pro,math,85.86
Qwen3-32B,Base,MMLU-Pro,mmlu-pro,other,65.15
Qwen3-32B,Base,MMLU-Pro,mmlu-pro,philosophy,64.13
Qwen3-32B,Base,MMLU-Pro,mmlu-pro,physics,78.75
Qwen3-32B,Base,MMLU-Pro,mmlu-pro,psychology,76.82
Qwen3-32B,Base,MMLU-Pro,mmlu-pro,total,71.69
Qwen3-32B,DPO,MMLU-Pro,mmlu-pro,biology,86.33
Qwen3-32B,DPO,MMLU-Pro,mmlu-pro,business,76.43
Qwen3-32B,DPO,MMLU-Pro,mmlu-pro,chemistry,71.91
Qwen3-32B,DPO,MMLU-Pro,mmlu-pro,computer science,71.22
Qwen3-32B,DPO,MMLU-Pro,mmlu-pro,economics,80.33
Qwen3-32B,DPO,MMLU-Pro,mmlu-pro,engineering,56.04
Qwen3-32B,DPO,MMLU-Pro,mmlu-pro,health,72.49
Qwen3-32B,DPO,MMLU-Pro,mmlu-pro,history,62.99
Qwen3-32B,DPO,MMLU-Pro,mmlu-pro,law,40.69
Qwen3-32B,DPO,MMLU-Pro,mmlu-pro,math,80.16
Qwen3-32B,DPO,MMLU-Pro,mmlu-pro,other,65.26
Qwen3-32B,DPO,MMLU-Pro,mmlu-pro,philosophy,63.33
Qwen3-32B,DPO,MMLU-Pro,mmlu-pro,physics,73.44
Qwen3-32B,DPO,MMLU-Pro,mmlu-pro,psychology,76.44
Qwen3-32B,DPO,MMLU-Pro,mmlu-pro,total,69.78
Qwen3-32B,ReSo,MMLU-Pro,mmlu-pro,biology,86.75
Qwen3-32B,ReSo,MMLU-Pro,mmlu-pro,business,76.3
Qwen3-32B,ReSo,MMLU-Pro,mmlu-pro,chemistry,72.44
Qwen3-32B,ReSo,MMLU-Pro,mmlu-pro,computer science,72.44
Qwen3-32B,ReSo,MMLU-Pro,mmlu-pro,economics,79.74
Qwen3-32B,ReSo,MMLU-Pro,mmlu-pro,engineering,54.8
Qwen3-32B,ReSo,MMLU-Pro,mmlu-pro,health,72.62
Qwen3-32B,ReSo,MMLU-Pro,mmlu-pro,history,62.2
Qwen3-32B,ReSo,MMLU-Pro,mmlu-pro,law,41.42
Qwen3-32B,ReSo,MMLU-Pro,mmlu-pro,math,80.31
Qwen3-32B,ReSo,MMLU-Pro,mmlu-pro,other,66.77
Qwen3-32B,ReSo,MMLU-Pro,mmlu-pro,philosophy,62.73
Qwen3-32B,ReSo,MMLU-Pro,mmlu-pro,physics,72.59
Qwen3-32B,ReSo,MMLU-Pro,mmlu-pro,psychology,76.57
Qwen3-32B,ReSo,MMLU-Pro,mmlu-pro,total,69.82
Qwen3-32B,ReSo-shuffle,MMLU-Pro,mmlu-pro,biology,85.5
Qwen3-32B,ReSo-shuffle,MMLU-Pro,mmlu-pro,business,78.58
Qwen3-32B,ReSo-shuffle,MMLU-Pro,mmlu-pro,chemistry,71.64
Qwen3-32B,ReSo-shuffle,MMLU-Pro,mmlu-pro,computer science,73.41
Qwen3-32B,ReSo-shuffle,MMLU-Pro,mmlu-pro,economics,80.92
Qwen3-32B,ReSo-shuffle,MMLU-Pro,mmlu-pro,engineering,55.52
Qwen3-32B,ReSo-shuffle,MMLU-Pro,mmlu-pro,health,72.13
Qwen3-32B,ReSo-shuffle,MMLU-Pro,mmlu-pro,history,63.25
Qwen3-32B,ReSo-shuffle,MMLU-Pro,mmlu-pro,law,41.96
Qwen3-32B,ReSo-shuffle,MMLU-Pro,mmlu-pro,math,78.83
Qwen3-32B,ReSo-shuffle,MMLU-Pro,mmlu-pro,other,65.48
Qwen3-32B,ReSo-shuffle,MMLU-Pro,mmlu-pro,philosophy,62.93
Qwen3-32B,ReSo-shuffle,MMLU-Pro,mmlu-pro,physics,72.9
Qwen3-32B,ReSo-shuffle,MMLU-Pro,mmlu-pro,psychology,76.69
Qwen3-32B,ReSo-shuffle,MMLU-Pro,mmlu-pro,total,69.83
GPT-OSS-20B,Base,HarmBench,harmbench,contextual,91.0
GPT-OSS-20B,Base,HarmBench,harmbench,standard,99.5
GPT-OSS-20B,DPO,HarmBench,harmbench,contextual,83.0
GPT-OSS-20B,DPO,HarmBench,harmbench,standard,99.5
GPT-OSS-20B,ReSo,HarmBench,harmbench,contextual,96.0
GPT-OSS-20B,ReSo,HarmBench,harmbench,standard,100.0
GPT-OSS-20B,ReSo-shuffle,HarmBench,harmbench,contextual,94.0
GPT-OSS-20B,ReSo-shuffle,HarmBench,harmbench,standard,100.0
GPT-OSS-20B,Base,DeceptionBench,deceptionbench,economy,91.11
GPT-OSS-20B,Base,DeceptionBench,deceptionbench,education,80.28
GPT-OSS-20B,Base,DeceptionBench,deceptionbench,entertainment,90.0
GPT-OSS-20B,Base,DeceptionBench,deceptionbench,healthcare,67.78
GPT-OSS-20B,Base,DeceptionBench,deceptionbench,social,76.11
GPT-OSS-20B,DPO,DeceptionBench,deceptionbench,economy,80.56
GPT-OSS-20B,DPO,DeceptionBench,deceptionbench,education,72.78
GPT-OSS-20B,DPO,DeceptionBench,deceptionbench,entertainment,75.0
GPT-OSS-20B,DPO,DeceptionBench,deceptionbench,healthcare,70.56
GPT-OSS-20B,DPO,DeceptionBench,deceptionbench,social,67.78
GPT-OSS-20B,ReSo,DeceptionBench,deceptionbench,economy,91.11
GPT-OSS-20B,ReSo,DeceptionBench,deceptionbench,education,83.33
GPT-OSS-20B,ReSo,DeceptionBench,deceptionbench,entertainment,92.78
GPT-OSS-20B,ReSo,DeceptionBench,deceptionbench,healthcare,71.79
GPT-OSS-20B,ReSo,DeceptionBench,deceptionbench,social,79.72
GPT-OSS-20B,ReSo-shuffle,DeceptionBench,deceptionbench,economy,93.33
GPT-OSS-20B,ReSo-shuffle,DeceptionBench,deceptionbench,education,86.11
GPT-OSS-20B,ReSo-shuffle,DeceptionBench,deceptionbench,entertainment,93.89
GPT-OSS-20B,ReSo-shuffle,DeceptionBench,deceptionbench,healthcare,81.12
GPT-OSS-20B,ReSo-shuffle,DeceptionBench,deceptionbench,social,80.56
GPT-OSS-20B,Base,OpenRT,openrt,actorattack,78.33
GPT-OSS-20B,Base,OpenRT,openrt,artprompt,89.45
GPT-OSS-20B,Base,OpenRT,openrt,autodan,77.08
GPT-OSS-20B,Base,OpenRT,openrt,autodan_r,83.63
GPT-OSS-20B,Base,OpenRT,openrt,cipherchat,96.05
GPT-OSS-20B,Base,OpenRT,openrt,coa,96.25
GPT-OSS-20B,Base,OpenRT,openrt,codeattack,65.83
GPT-OSS-20B,Base,OpenRT,openrt,crescendo,80.83
GPT-OSS-20B,Base,OpenRT,openrt,deepinception,94.17
GPT-OSS-20B,Base,OpenRT,openrt,drattack,68.24
GPT-OSS-20B,Base,OpenRT,openrt,flipattack,84.89
GPT-OSS-20B,Base,OpenRT,openrt,gcg,97.08
GPT-OSS-20B,Base,OpenRT,openrt,gptfuzzer,77.08
GPT-OSS-20B,Base,OpenRT,openrt,ica,100.0
GPT-OSS-20B,Base,OpenRT,openrt,jailbroken,95.42
GPT-OSS-20B,Base,OpenRT,openrt,laa,95.0
GPT-OSS-20B,Base,OpenRT,openrt,mousetrap,6.16
GPT-OSS-20B,Base,OpenRT,openrt,multilingual,99.58
GPT-OSS-20B,Base,OpenRT,openrt,pair,75.0
GPT-OSS-20B,Base,OpenRT,openrt,pasttense,76.25
GPT-OSS-20B,Base,OpenRT,openrt,prefill,98.75
GPT-OSS-20B,Base,OpenRT,openrt,race,93.75
GPT-OSS-20B,Base,OpenRT,openrt,redqueen,100.0
GPT-OSS-20B,Base,OpenRT,openrt,renellm,37.08
GPT-OSS-20B,Base,OpenRT,openrt,seqar,91.25
GPT-OSS-20B,Base,OpenRT,openrt,treeattack,84.58
GPT-OSS-20B,Base,OpenRT,openrt,xteaming,41.67
GPT-OSS-20B,DPO,OpenRT,openrt,actorattack,73.75
GPT-OSS-20B,DPO,OpenRT,openrt,artprompt,85.53
GPT-OSS-20B,DPO,OpenRT,openrt,autodan,73.75
GPT-OSS-20B,DPO,OpenRT,openrt,autodan_r,62.28
GPT-OSS-20B,DPO,OpenRT,openrt,cipherchat,90.67
GPT-OSS-20B,DPO,OpenRT,openrt,coa,95.83
GPT-OSS-20B,DPO,OpenRT,openrt,codeattack,59.41
GPT-OSS-20B,DPO,OpenRT,openrt,crescendo,69.17
GPT-OSS-20B,DPO,OpenRT,openrt,deepinception,89.58
GPT-OSS-20B,DPO,OpenRT,openrt,drattack,57.05
GPT-OSS-20B,DPO,OpenRT,openrt,flipattack,87.61
GPT-OSS-20B,DPO,OpenRT,openrt,gcg,94.17
GPT-OSS-20B,DPO,OpenRT,openrt,gptfuzzer,72.08
GPT-OSS-20B,DPO,OpenRT,openrt,ica,100.0
GPT-OSS-20B,DPO,OpenRT,openrt,jailbroken,93.75
GPT-OSS-20B,DPO,OpenRT,openrt,laa,86.67
GPT-OSS-20B,DPO,OpenRT,openrt,mousetrap,10.88
GPT-OSS-20B,DPO,OpenRT,openrt,multilingual,95.42
GPT-OSS-20B,DPO,OpenRT,openrt,pair,68.75
GPT-OSS-20B,DPO,OpenRT,openrt,pasttense,70.83
GPT-OSS-20B,DPO,OpenRT,openrt,prefill,95.42
GPT-OSS-20B,DPO,OpenRT,openrt,race,88.75
GPT-OSS-20B,DPO,OpenRT,openrt,redqueen,96.25
GPT-OSS-20B,DPO,OpenRT,openrt,renellm,17.5
GPT-OSS-20B,DPO,OpenRT,openrt,seqar,71.67
GPT-OSS-20B,DPO,OpenRT,openrt,treeattack,77.08
GPT-OSS-20B,DPO,OpenRT,openrt,xteaming,32.92
GPT-OSS-20B,ReSo,OpenRT,openrt,actorattack,83.75
GPT-OSS-20B,ReSo,OpenRT,openrt,artprompt,92.59
GPT-OSS-20B,ReSo,OpenRT,openrt,autodan,83.75
GPT-OSS-20B,ReSo,OpenRT,openrt,autodan_r,87.83
GPT-OSS-20B,ReSo,OpenRT,openrt,cipherchat,91.16
GPT-OSS-20B,ReSo,OpenRT,openrt,coa,97.92
GPT-OSS-20B,ReSo,OpenRT,openrt,codeattack,72.38
GPT-OSS-20B,ReSo,OpenRT,openrt,crescendo,80.83
GPT-OSS-20B,ReSo,OpenRT,openrt,deepinception,97.5
GPT-OSS-20B,ReSo,OpenRT,openrt,drattack,76.67
GPT-OSS-20B,ReSo,OpenRT,openrt,flipattack,94.41
GPT-OSS-20B,ReSo,OpenRT,openrt,gcg,97.49
GPT-OSS-20B,ReSo,OpenRT,openrt,gptfuzzer,87.92
GPT-OSS-20B,ReSo,OpenRT,openrt,ica,100.0
GPT-OSS-20B,ReSo,OpenRT,openrt,jailbroken,97.08
GPT-OSS-20B,ReSo,OpenRT,openrt,laa,96.25
GPT-OSS-20B,ReSo,OpenRT,openrt,mousetrap,11.28
GPT-OSS-20B,ReSo,OpenRT,openrt,multilingual,100.0
GPT-OSS-20B,ReSo,OpenRT,openrt,pair,79.58
GPT-OSS-20B,ReSo,OpenRT,openrt,pasttense,86.67
GPT-OSS-20B,ReSo,OpenRT,openrt,prefill,99.58
GPT-OSS-20B,ReSo,OpenRT,openrt,race,94.17
GPT-OSS-20B,ReSo,OpenRT,openrt,redqueen,100.0
GPT-OSS-20B,ReSo,OpenRT,openrt,renellm,40.42
GPT-OSS-20B,ReSo,OpenRT,openrt,seqar,94.58
GPT-OSS-20B,ReSo,OpenRT,openrt,treeattack,84.58
GPT-OSS-20B,ReSo,OpenRT,openrt,xteaming,42.92
GPT-OSS-20B,ReSo-shuffle,OpenRT,openrt,actorattack,82.5
GPT-OSS-20B,ReSo-shuffle,OpenRT,openrt,artprompt,88.94
GPT-OSS-20B,ReSo-shuffle,OpenRT,openrt,autodan,82.92
GPT-OSS-20B,ReSo-shuffle,OpenRT,openrt,autodan_r,89.56
GPT-OSS-20B,ReSo-shuffle,OpenRT,openrt,cipherchat,92.54
GPT-OSS-20B,ReSo-shuffle,OpenRT,openrt,coa,98.33
GPT-OSS-20B,ReSo-shuffle,OpenRT,openrt,codeattack,70.0
GPT-OSS-20B,ReSo-shuffle,OpenRT,openrt,crescendo,85.42
GPT-OSS-20B,ReSo-shuffle,OpenRT,openrt,deepinception,92.08
GPT-OSS-20B,ReSo-shuffle,OpenRT,openrt,drattack,72.67
GPT-OSS-20B,ReSo-shuffle,OpenRT,openrt,flipattack,93.87
GPT-OSS-20B,ReSo-shuffle,OpenRT,openrt,gcg,99.16
GPT-OSS-20B,ReSo-shuffle,OpenRT,openrt,gptfuzzer,83.75
GPT-OSS-20B,ReSo-shuffle,OpenRT,openrt,ica,100.0
GPT-OSS-20B,ReSo-shuffle,OpenRT,openrt,jailbroken,98.75
GPT-OSS-20B,ReSo-shuffle,OpenRT,openrt,laa,98.75
GPT-OSS-20B,ReSo-shuffle,OpenRT,openrt,mousetrap,7.32
GPT-OSS-20B,ReSo-shuffle,OpenRT,openrt,multilingual,100.0
GPT-OSS-20B,ReSo-shuffle,OpenRT,openrt,pair,77.92
GPT-OSS-20B,ReSo-shuffle,OpenRT,openrt,pasttense,87.92
GPT-OSS-20B,ReSo-shuffle,OpenRT,openrt,prefill,99.58
GPT-OSS-20B,ReSo-shuffle,OpenRT,openrt,race,96.67
GPT-OSS-20B,ReSo-shuffle,OpenRT,openrt,redqueen,90.42
GPT-OSS-20B,ReSo-shuffle,OpenRT,openrt,renellm,32.08
GPT-OSS-20B,ReSo-shuffle,OpenRT,openrt,seqar,97.5
GPT-OSS-20B,ReSo-shuffle,OpenRT,openrt,treeattack,86.25
GPT-OSS-20B,ReSo-shuffle,OpenRT,openrt,xteaming,51.67
GPT-OSS-20B,Base,XSTest,xstest,safe compliance,9.27
GPT-OSS-20B,Base,XSTest,xstest,unsafe refusal,99.49
GPT-OSS-20B,DPO,XSTest,xstest,safe compliance,91.57
GPT-OSS-20B,DPO,XSTest,xstest,unsafe refusal,94.5
GPT-OSS-20B,ReSo,XSTest,xstest,safe compliance,78.4
GPT-OSS-20B,ReSo,XSTest,xstest,unsafe refusal,99.5
GPT-OSS-20B,ReSo-shuffle,XSTest,xstest,safe compliance,75.2
GPT-OSS-20B,ReSo-shuffle,XSTest,xstest,unsafe refusal,100.0
GPT-OSS-20B,Base,ETHICS,ethics,dil,30.9
GPT-OSS-20B,Base,ETHICS,ethics,mfq,89.07
GPT-OSS-20B,Base,ETHICS,ethics,wvs,58.19
GPT-OSS-20B,DPO,ETHICS,ethics,dil,31.13
GPT-OSS-20B,DPO,ETHICS,ethics,mfq,87.6
GPT-OSS-20B,DPO,ETHICS,ethics,wvs,63.9
GPT-OSS-20B,ReSo,ETHICS,ethics,dil,31.21
GPT-OSS-20B,ReSo,ETHICS,ethics,mfq,87.33
GPT-OSS-20B,ReSo,ETHICS,ethics,wvs,50.57
GPT-OSS-20B,ReSo-shuffle,ETHICS,ethics,dil,30.93
GPT-OSS-20B,ReSo-shuffle,ETHICS,ethics,mfq,86.8
GPT-OSS-20B,ReSo-shuffle,ETHICS,ethics,wvs,65.81
GPT-OSS-20B,Base,FLAMES,flames,Data protection,65.33
GPT-OSS-20B,Base,FLAMES,flames,Fairness,77.78
GPT-OSS-20B,Base,FLAMES,flames,Legality,75.36
GPT-OSS-20B,Base,FLAMES,flames,Morality,77.45
GPT-OSS-20B,Base,FLAMES,flames,Safety,65.58
GPT-OSS-20B,DPO,FLAMES,flames,Data protection,58.22
GPT-OSS-20B,DPO,FLAMES,flames,Fairness,73.76
GPT-OSS-20B,DPO,FLAMES,flames,Legality,65.22
GPT-OSS-20B,DPO,FLAMES,flames,Morality,73.8
GPT-OSS-20B,DPO,FLAMES,flames,Safety,61.15
GPT-OSS-20B,ReSo,FLAMES,flames,Data protection,64.44
GPT-OSS-20B,ReSo,FLAMES,flames,Fairness,79.25
GPT-OSS-20B,ReSo,FLAMES,flames,Legality,79.71
GPT-OSS-20B,ReSo,FLAMES,flames,Morality,79.6
GPT-OSS-20B,ReSo,FLAMES,flames,Safety,66.9
GPT-OSS-20B,ReSo-shuffle,FLAMES,flames,Data protection,68.89
GPT-OSS-20B,ReSo-shuffle,FLAMES,flames,Fairness,80.46
GPT-OSS-20B,ReSo-shuffle,FLAMES,flames,Legality,82.61
GPT-OSS-20B,ReSo-shuffle,FLAMES,flames,Morality,78.11
GPT-OSS-20B,ReSo-shuffle,FLAMES,flames,Safety,68.45
GPT-OSS-20B,Base,MoReBench,morebench,ai_advisor,53.8
GPT-OSS-20B,Base,MoReBench,morebench,ai_agent,58.7
GPT-OSS-20B,Base,MoReBench,morebench,ai_risk,58.7
GPT-OSS-20B,Base,MoReBench,morebench,clear process,55.7
GPT-OSS-20B,Base,MoReBench,morebench,daily_dilemmas,52.2
GPT-OSS-20B,Base,MoReBench,morebench,expert_written,57.2
GPT-OSS-20B,Base,MoReBench,morebench,harmless outcome,83.0
GPT-OSS-20B,Base,MoReBench,morebench,helpful outcome,52.2
GPT-OSS-20B,Base,MoReBench,morebench,identifying,50.8
GPT-OSS-20B,Base,MoReBench,morebench,logical process,46.9
GPT-OSS-20B,DPO,MoReBench,morebench,ai_advisor,60.9
GPT-OSS-20B,DPO,MoReBench,morebench,ai_agent,60.2
GPT-OSS-20B,DPO,MoReBench,morebench,ai_risk,60.4
GPT-OSS-20B,DPO,MoReBench,morebench,clear process,60.9
GPT-OSS-20B,DPO,MoReBench,morebench,daily_dilemmas,59.1
GPT-OSS-20B,DPO,MoReBench,morebench,expert_written,64.0
GPT-OSS-20B,DPO,MoReBench,morebench,harmless outcome,85.7
GPT-OSS-20B,DPO,MoReBench,morebench,helpful outcome,52.7
GPT-OSS-20B,DPO,MoReBench,morebench,identifying,57.5
GPT-OSS-20B,DPO,MoReBench,morebench,logical process,51.9
GPT-OSS-20B,ReSo,MoReBench,morebench,ai_advisor,56.5
GPT-OSS-20B,ReSo,MoReBench,morebench,ai_agent,59.1
GPT-OSS-20B,ReSo,MoReBench,morebench,ai_risk,58.9
GPT-OSS-20B,ReSo,MoReBench,morebench,clear process,57.4
GPT-OSS-20B,ReSo,MoReBench,morebench,daily_dilemmas,53.5
GPT-OSS-20B,ReSo,MoReBench,morebench,expert_written,63.0
GPT-OSS-20B,ReSo,MoReBench,morebench,harmless outcome,85.0
GPT-OSS-20B,ReSo,MoReBench,morebench,helpful outcome,54.2
GPT-OSS-20B,ReSo,MoReBench,morebench,identifying,52.5
GPT-OSS-20B,ReSo,MoReBench,morebench,logical process,49.0
GPT-OSS-20B,ReSo-shuffle,MoReBench,morebench,ai_advisor,54.3
GPT-OSS-20B,ReSo-shuffle,MoReBench,morebench,ai_agent,58.6
GPT-OSS-20B,ReSo-shuffle,MoReBench,morebench,ai_risk,58.8
GPT-OSS-20B,ReSo-shuffle,MoReBench,morebench,clear process,56.3
GPT-OSS-20B,ReSo-shuffle,MoReBench,morebench,daily_dilemmas,51.7
GPT-OSS-20B,ReSo-shuffle,MoReBench,morebench,expert_written,59.7
GPT-OSS-20B,ReSo-shuffle,MoReBench,morebench,harmless outcome,84.4
GPT-OSS-20B,ReSo-shuffle,MoReBench,morebench,helpful outcome,52.1
GPT-OSS-20B,ReSo-shuffle,MoReBench,morebench,identifying,51.7
GPT-OSS-20B,ReSo-shuffle,MoReBench,morebench,logical process,46.2
GPT-OSS-20B,Base,HaluEval,halueval,dialogue,70.71
GPT-OSS-20B,Base,HaluEval,halueval,qa,67.65
GPT-OSS-20B,Base,HaluEval,halueval,summarization,65.81
GPT-OSS-20B,DPO,HaluEval,halueval,dialogue,69.51
GPT-OSS-20B,DPO,HaluEval,halueval,qa,65.56
GPT-OSS-20B,DPO,HaluEval,halueval,summarization,58.13
GPT-OSS-20B,ReSo,HaluEval,halueval,dialogue,72.18
GPT-OSS-20B,ReSo,HaluEval,halueval,qa,68.42
GPT-OSS-20B,ReSo,HaluEval,halueval,summarization,67.34
GPT-OSS-20B,ReSo-shuffle,HaluEval,halueval,dialogue,68.26
GPT-OSS-20B,ReSo-shuffle,HaluEval,halueval,qa,65.57
GPT-OSS-20B,ReSo-shuffle,HaluEval,halueval,summarization,67.18
GPT-OSS-20B,Base,MMLU-Pro,mmlu-pro,biology,74.76
GPT-OSS-20B,Base,MMLU-Pro,mmlu-pro,business,62.99
GPT-OSS-20B,Base,MMLU-Pro,mmlu-pro,chemistry,52.12
GPT-OSS-20B,Base,MMLU-Pro,mmlu-pro,computer science,69.51
GPT-OSS-20B,Base,MMLU-Pro,mmlu-pro,economics,66.59
GPT-OSS-20B,Base,MMLU-Pro,mmlu-pro,engineering,34.06
GPT-OSS-20B,Base,MMLU-Pro,mmlu-pro,health,58.56
GPT-OSS-20B,Base,MMLU-Pro,mmlu-pro,history,38.58
GPT-OSS-20B,Base,MMLU-Pro,mmlu-pro,law,17.17
GPT-OSS-20B,Base,MMLU-Pro,mmlu-pro,math,70.02
GPT-OSS-20B,Base,MMLU-Pro,mmlu-pro,other,45.24
GPT-OSS-20B,Base,MMLU-Pro,mmlu-pro,philosophy,39.48
GPT-OSS-20B,Base,MMLU-Pro,mmlu-pro,physics,63.51
GPT-OSS-20B,Base,MMLU-Pro,mmlu-pro,psychology,60.78
GPT-OSS-20B,Base,MMLU-Pro,mmlu-pro,total,53.91
GPT-OSS-20B,DPO,MMLU-Pro,mmlu-pro,biology,75.73
GPT-OSS-20B,DPO,MMLU-Pro,mmlu-pro,business,68.82
GPT-OSS-20B,DPO,MMLU-Pro,mmlu-pro,chemistry,51.06
GPT-OSS-20B,DPO,MMLU-Pro,mmlu-pro,computer science,71.71
GPT-OSS-20B,DPO,MMLU-Pro,mmlu-pro,economics,70.14
GPT-OSS-20B,DPO,MMLU-Pro,mmlu-pro,engineering,39.32
GPT-OSS-20B,DPO,MMLU-Pro,mmlu-pro,health,62.96
GPT-OSS-20B,DPO,MMLU-Pro,mmlu-pro,history,45.93
GPT-OSS-20B,DPO,MMLU-Pro,mmlu-pro,law,18.62
GPT-OSS-20B,DPO,MMLU-Pro,mmlu-pro,math,70.47
GPT-OSS-20B,DPO,MMLU-Pro,mmlu-pro,other,52.6
GPT-OSS-20B,DPO,MMLU-Pro,mmlu-pro,philosophy,48.9
GPT-OSS-20B,DPO,MMLU-Pro,mmlu-pro,physics,66.2
GPT-OSS-20B,DPO,MMLU-Pro,mmlu-pro,psychology,63.78
GPT-OSS-20B,DPO,MMLU-Pro,mmlu-pro,total,57.16
GPT-OSS-20B,ReSo,MMLU-Pro,mmlu-pro,biology,71.97
GPT-OSS-20B,ReSo,MMLU-Pro,mmlu-pro,business,63.37
GPT-OSS-20B,ReSo,MMLU-Pro,mmlu-pro,chemistry,53.09
GPT-OSS-20B,ReSo,MMLU-Pro,mmlu-pro,computer science,68.29
GPT-OSS-20B,ReSo,MMLU-Pro,mmlu-pro,economics,63.15
GPT-OSS-20B,ReSo,MMLU-Pro,mmlu-pro,engineering,34.57
GPT-OSS-20B,ReSo,MMLU-Pro,mmlu-pro,health,58.07
GPT-OSS-20B,ReSo,MMLU-Pro,mmlu-pro,history,38.06
GPT-OSS-20B,ReSo,MMLU-Pro,mmlu-pro,law,14.35
GPT-OSS-20B,ReSo,MMLU-Pro,mmlu-pro,math,72.91
GPT-OSS-20B,ReSo,MMLU-Pro,mmlu-pro,other,46.54
GPT-OSS-20B,ReSo,MMLU-Pro,mmlu-pro,philosophy,39.68
GPT-OSS-20B,ReSo,MMLU-Pro,mmlu-pro,physics,61.51
GPT-OSS-20B,ReSo,MMLU-Pro,mmlu-pro,psychology,60.53
GPT-OSS-20B,ReSo,MMLU-Pro,mmlu-pro,total,53.51
GPT-OSS-20B,ReSo-shuffle,MMLU-Pro,mmlu-pro,biology,75.59
GPT-OSS-20B,ReSo-shuffle,MMLU-Pro,mmlu-pro,business,63.37
GPT-OSS-20B,ReSo-shuffle,MMLU-Pro,mmlu-pro,chemistry,60.34
GPT-OSS-20B,ReSo-shuffle,MMLU-Pro,mmlu-pro,computer science,70.49
GPT-OSS-20B,ReSo-shuffle,MMLU-Pro,mmlu-pro,economics,67.89
GPT-OSS-20B,ReSo-shuffle,MMLU-Pro,mmlu-pro,engineering,33.85
GPT-OSS-20B,ReSo-shuffle,MMLU-Pro,mmlu-pro,health,59.9
GPT-OSS-20B,ReSo-shuffle,MMLU-Pro,mmlu-pro,history,38.58
GPT-OSS-20B,ReSo-shuffle,MMLU-Pro,mmlu-pro,law,19.53
GPT-OSS-20B,ReSo-shuffle,MMLU-Pro,mmlu-pro,math,69.13
GPT-OSS-20B,ReSo-shuffle,MMLU-Pro,mmlu-pro,other,50.65
GPT-OSS-20B,ReSo-shuffle,MMLU-Pro,mmlu-pro,philosophy,43.09
GPT-OSS-20B,ReSo-shuffle,MMLU-Pro,mmlu-pro,physics,64.36
GPT-OSS-20B,ReSo-shuffle,MMLU-Pro,mmlu-pro,psychology,61.03
GPT-OSS-20B,ReSo-shuffle,MMLU-Pro,mmlu-pro,total,55.74
